Edad,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,BikeBuyerText,,
51,Bachelors,Manual,F,M,1,1,0,2,34813,46.29,NO,,
52,Bachelors,Skilled Manual,M,M,1,2,0,2,55648,48.45,NO,,
28,Graduate Degree,Clerical,F,M,1,2,1,1,80591,51.15,YES,,
21,Partial College,Management,F,M,1,0,0,0,104510,50.96,NO,,
19,Partial College,Manual,F,S,0,0,0,0,35799,49.79,NO,,
45,Partial High School,Skilled Manual,M,M,1,1,1,2,59446,55.71,YES,,
36,Bachelors,Manual,M,M,1,1,1,2,35106,51.09,YES,,
27,Graduate Degree,Clerical,M,M,1,1,1,2,87220,50.81,YES,,
39,Bachelors,Skilled Manual,M,S,0,1,0,0,53279,53.75,YES,,
38,Partial College,Management,M,M,1,0,0,1,109700,52.43,YES,,
38,Graduate Degree,Professional,M,S,1,3,0,0,137625,61.13,YES,,
52,Partial College,Management,F,M,1,3,0,2,107392,51.41,YES,,
68,High School,Skilled Manual,F,S,1,0,1,1,59154,51.87,YES,,
34,Bachelors,Professional,M,M,1,3,0,0,131405,53.52,YES,,
34,Bachelors,Skilled Manual,M,S,0,2,0,0,60422,51.14,YES,,
29,Bachelors,Clerical,F,S,0,1,0,0,79951,53.69,NO,,
25,Partial High School,Skilled Manual,M,M,0,2,1,1,53074,52.49,YES,,
46,Partial College,Skilled Manual,F,M,1,1,0,2,59253,48.75,NO,,
41,High School,Skilled Manual,F,M,1,0,1,2,59452,50.14,YES,,
55,Graduate Degree,Skilled Manual,M,M,1,0,1,2,53111,51.26,YES,,
26,Graduate Degree,Professional,M,M,1,2,1,2,134089,51.92,YES,,
22,Partial College,Management,M,M,1,1,0,0,102339,51.35,NO,,
33,Bachelors,Professional,F,M,1,2,0,2,129997,52,YES,,
34,Bachelors,Clerical,M,S,0,1,0,0,87999,59.58,NO,,
33,Bachelors,Professional,M,S,1,3,0,0,138084,62.2,YES,,
41,High School,Skilled Manual,M,S,1,0,0,0,60670,58.47,YES,,
33,Bachelors,Management,M,M,1,2,0,0,105642,59.68,YES,,
25,Graduate Degree,Clerical,F,M,1,1,1,1,77453,50.82,YES,,
37,Partial College,Skilled Manual,F,M,1,1,2,2,59880,51.72,YES,,
62,Graduate Degree,Clerical,F,M,1,1,0,2,77918,49.67,NO,,
19,High School,Manual,F,S,0,1,0,0,35628,47.48,NO,,
35,Partial College,Manual,F,M,1,1,0,2,32844,45.26,NO,,
26,Graduate Degree,Manual,F,M,0,0,1,2,35715,49.57,YES,,
30,Graduate Degree,Skilled Manual,F,S,0,1,0,0,54259,52.07,NO,,
45,Partial College,Manual,M,S,1,0,0,0,32006,47.89,YES,,
42,Partial College,Management,M,M,1,2,1,2,108477,60.67,YES,,
20,Partial College,Management,F,S,0,2,0,0,106308,52.73,NO,,
19,Partial High School,Manual,F,S,0,0,0,0,33295,47.36,NO,,
39,Bachelors,Skilled Manual,M,S,0,2,0,0,60573,57.37,YES,,
31,Bachelors,Manual,M,S,0,0,0,0,28218,47.79,NO,,
48,Bachelors,Skilled Manual,M,M,1,2,1,2,53229,55.68,YES,,
40,Partial High School,Skilled Manual,F,M,1,2,1,2,59249,51.78,YES,,
41,Partial College,Skilled Manual,M,M,1,2,1,1,58521,55.12,YES,,
46,High School,Manual,F,S,1,0,0,0,34390,49.95,NO,,
28,Graduate Degree,Manual,M,S,0,0,0,0,36412,50.98,YES,,
38,High School,Manual,F,S,0,1,0,0,33918,46.28,NO,,
47,Partial High School,Skilled Manual,F,S,1,1,0,0,55549,51.35,NO,,
30,Bachelors,Professional,F,M,1,2,0,0,132131,52.11,NO,,
21,Partial High School,Skilled Manual,F,S,0,1,0,0,56769,48.98,NO,,
32,Partial College,Management,F,S,1,0,0,0,107484,53.03,YES,,
33,Partial College,Skilled Manual,F,M,1,1,1,2,59905,52.57,YES,,
59,Graduate Degree,Professional,M,M,1,0,0,3,130490,52.12,YES,,
26,Graduate Degree,Professional,F,M,1,2,0,0,128809,52.44,YES,,
49,Partial College,Manual,M,M,1,0,1,2,28933,52.83,NO,,
31,Partial High School,Skilled Manual,M,S,0,0,0,0,57595,53.43,YES,,
44,Bachelors,Skilled Manual,F,M,1,1,1,2,59274,49.92,YES,,
46,Partial College,Clerical,F,M,1,1,1,2,83163,49.87,YES,,
33,Bachelors,Manual,M,M,0,0,1,2,29902,51.68,NO,,
46,Partial College,Skilled Manual,F,M,1,1,0,2,56314,49.27,NO,,
30,Graduate Degree,Management,F,S,1,1,0,0,104662,52.09,NO,,
41,Partial College,Skilled Manual,M,M,1,2,1,1,57834,49.48,YES,,
24,High School,Manual,M,S,0,1,0,0,27579,46.13,NO,,
24,Bachelors,Clerical,F,M,0,2,0,0,79038,50.15,NO,,
23,Bachelors,Skilled Manual,F,M,0,1,0,0,60690,49.04,NO,,
27,Graduate Degree,Management,M,M,1,2,0,0,103221,51.12,YES,,
55,Bachelors,Clerical,M,M,1,0,2,2,84266,52.88,YES,,
20,Partial College,Clerical,F,M,0,0,0,0,81987,50.1,NO,,
30,Graduate Degree,Manual,M,S,0,0,0,0,31056,49.17,YES,,
25,Partial College,Skilled Manual,F,S,0,1,0,0,53281,48.37,NO,,
27,High School,Manual,F,S,0,1,0,0,30651,48.38,NO,,
40,Partial College,Skilled Manual,F,S,1,1,0,0,55186,48.9,NO,,
34,Bachelors,Management,M,M,1,2,0,2,109600,53.59,YES,,
33,Bachelors,Management,M,M,1,0,1,1,112992,60.37,YES,,
32,Bachelors,Professional,M,M,1,2,1,2,132485,56.94,YES,,
43,Partial College,Skilled Manual,M,S,1,1,0,0,58993,56.73,YES,,
45,High School,Clerical,F,M,1,1,1,2,80109,52.79,NO,,
33,High School,Manual,F,M,0,1,1,2,35376,49.91,YES,,
31,Bachelors,Clerical,M,S,0,2,0,0,78376,58.46,NO,,
32,Partial College,Clerical,M,S,0,1,0,0,78643,61.1,YES,,
35,Bachelors,Skilled Manual,M,S,0,2,0,0,60420,52.82,YES,,
24,Partial College,Clerical,M,M,1,1,0,1,86603,50.47,YES,,
28,Graduate Degree,Clerical,M,S,0,1,0,0,77895,53.37,YES,,
46,Partial High School,Skilled Manual,M,M,1,2,1,2,51734,55.52,YES,,
32,Graduate Degree,Manual,M,S,0,1,0,0,30220,57.26,NO,,
48,Bachelors,Professional,F,S,1,2,0,0,138356,57.01,NO,,
42,Partial High School,Skilled Manual,F,M,1,2,1,2,51947,52.35,YES,,
47,Partial College,Management,M,M,1,2,1,2,111593,60.66,YES,,
38,Graduate Degree,Clerical,M,M,1,2,0,2,78226,57.32,NO,,
36,Bachelors,Clerical,F,M,1,3,0,1,83680,50.26,YES,,
32,Bachelors,Manual,M,M,0,1,1,2,28636,48.46,NO,,
33,High School,Manual,M,S,0,1,0,0,36532,51.93,NO,,
48,High School,Manual,M,M,1,1,1,2,27985,54.15,NO,,
18,High School,Clerical,F,M,0,2,0,0,87147,51.11,YES,,
34,Bachelors,Clerical,M,S,0,1,0,0,82409,52.1,YES,,
29,Bachelors,Professional,M,M,1,1,1,1,137040,53.61,YES,,
31,Bachelors,Clerical,F,S,0,3,0,0,83879,51.22,NO,,
43,Bachelors,Management,M,M,1,3,2,2,106190,55.71,YES,,
40,High School,Skilled Manual,M,M,1,1,1,2,55995,52.51,YES,,
18,High School,Skilled Manual,F,S,0,1,0,0,57881,50.82,NO,,
31,Bachelors,Professional,F,M,1,1,1,2,133267,54.84,YES,,
31,High School,Skilled Manual,M,S,0,1,0,0,57791,53.8,YES,,
27,Graduate Degree,Manual,F,M,0,0,1,2,26521,47.86,NO,,
31,Graduate Degree,Manual,M,S,0,1,0,0,36980,54.12,NO,,
36,Graduate Degree,Clerical,F,M,1,2,0,1,82483,49.87,NO,,
25,Partial College,Manual,F,M,0,1,0,1,31271,46.08,NO,,
33,Bachelors,Professional,M,S,1,2,0,0,130058,57.83,YES,,
17,Partial College,Clerical,M,S,0,0,0,0,78114,50.96,YES,,
56,High School,Skilled Manual,F,S,1,2,1,1,54592,50.82,YES,,
54,Partial College,Management,M,S,1,2,1,1,103265,51.08,YES,,
47,Partial College,Skilled Manual,F,S,1,1,0,0,52485,51.88,NO,,
24,Graduate Degree,Skilled Manual,M,S,0,1,0,0,53462,48.55,NO,,
39,Bachelors,Skilled Manual,F,S,0,1,0,0,54062,48.76,NO,,
36,High School,Skilled Manual,M,M,1,1,0,2,51327,49.27,YES,,
23,Partial College,Manual,M,S,0,1,0,0,36564,50.46,NO,,
29,Graduate Degree,Management,F,S,1,1,0,0,104796,51.18,NO,,
55,Bachelors,Manual,F,S,1,1,0,1,34418,48.87,NO,,
52,Partial High School,Manual,F,M,1,1,1,2,27921,46.25,NO,,
42,High School,Clerical,F,M,1,1,0,1,85977,50.6,YES,,
37,Partial College,Skilled Manual,M,M,1,2,1,1,59851,51.3,YES,,
33,Partial College,Clerical,M,M,1,0,0,2,82305,57.1,YES,,
25,Bachelors,Clerical,F,S,0,1,0,0,83130,49.75,NO,,
33,Partial College,Skilled Manual,M,S,0,1,0,0,60417,52.69,YES,,
49,High School,Clerical,F,M,1,2,0,2,83312,50.21,NO,,
19,High School,Clerical,F,S,0,2,0,0,76960,54.05,YES,,
20,High School,Manual,F,S,0,0,0,0,26662,46.11,NO,,
23,Partial College,Manual,F,S,0,1,0,0,32152,50.15,NO,,
18,Partial High School,Manual,M,S,0,1,0,0,35029,50.16,NO,,
43,Partial High School,Manual,M,S,0,0,0,0,33836,55.16,NO,,
40,High School,Manual,F,M,1,0,0,2,35441,46.49,NO,,
26,Graduate Degree,Professional,F,M,1,3,0,2,129510,52.46,NO,,
38,Partial College,Skilled Manual,F,M,1,2,0,1,58166,48.41,YES,,
20,Partial College,Clerical,F,S,0,2,0,0,77502,51.42,NO,,
40,Partial College,Manual,F,M,1,0,0,1,26508,45.63,NO,,
25,Partial High School,Manual,M,S,0,1,0,0,34306,48.07,NO,,
22,Partial College,Manual,F,M,0,0,0,0,34986,47.05,NO,,
42,Partial College,Management,M,M,1,0,0,2,111517,52.39,NO,,
30,Bachelors,Clerical,F,M,1,2,0,2,82532,50.39,NO,,
64,High School,Manual,M,M,1,1,0,2,30418,45.75,NO,,
25,Graduate Degree,Professional,F,M,1,1,1,2,134111,56.77,YES,,
55,Graduate Degree,Clerical,F,S,1,2,0,1,78620,49.44,NO,,
51,Bachelors,Clerical,M,M,1,2,2,2,86360,52.5,YES,,
38,Bachelors,Management,M,S,1,3,0,0,106272,54.98,YES,,
50,Bachelors,Clerical,M,M,1,1,1,2,80722,52.16,YES,,
37,Graduate Degree,Manual,M,M,1,0,0,1,30318,48.27,YES,,
55,Graduate Degree,Manual,M,M,1,1,1,2,36245,47.63,YES,,
33,Bachelors,Clerical,M,S,0,3,0,0,82284,58.31,YES,,
37,Partial College,Skilled Manual,F,M,1,1,1,2,56208,47.96,YES,,
48,Bachelors,Clerical,M,S,1,2,0,0,80475,54.89,NO,,
50,Partial College,Clerical,F,S,1,2,0,1,80131,49.81,YES,,
30,Graduate Degree,Skilled Manual,M,M,1,0,1,2,53845,51.63,YES,,
17,High School,Skilled Manual,F,S,0,1,0,0,56078,50.26,NO,,
32,Bachelors,Clerical,F,M,1,2,1,2,82208,53.31,YES,,
33,Bachelors,Professional,M,M,1,5,0,0,135293,55.51,YES,,
24,Partial College,Skilled Manual,M,M,0,1,0,0,56102,49.05,NO,,
24,Partial College,Clerical,F,S,0,2,0,0,83258,52.64,YES,,
21,Partial College,Skilled Manual,M,S,0,1,0,0,58744,49.8,NO,,
26,Partial High School,Skilled Manual,M,S,0,1,0,0,58050,51.51,NO,,
27,Bachelors,Clerical,M,M,1,1,1,1,86394,54.47,YES,,
29,Bachelors,Professional,M,S,1,0,0,0,135840,53.17,YES,,
31,Graduate Degree,Management,M,M,1,2,1,2,104169,64.19,YES,,
63,Graduate Degree,Professional,F,M,1,2,2,2,136918,54.96,YES,,
35,Partial College,Clerical,F,S,1,1,0,0,80741,49.92,NO,,
43,Graduate Degree,Skilled Manual,F,S,1,2,0,0,58980,51.71,NO,,
19,High School,Skilled Manual,M,M,0,0,0,0,53482,48.39,NO,,
33,Partial College,Skilled Manual,F,S,0,1,0,0,56716,48.28,NO,,
44,Graduate Degree,Management,F,S,1,1,0,0,106032,55.55,NO,,
53,Bachelors,Professional,M,M,1,2,0,2,130772,51.94,NO,,
43,Partial High School,Skilled Manual,M,M,1,0,0,1,52936,49.36,YES,,
55,Bachelors,Skilled Manual,F,S,1,2,0,1,54284,51.44,NO,,
30,Bachelors,Management,F,M,1,2,0,0,110637,50.81,NO,,
18,High School,Skilled Manual,F,S,0,1,0,0,60098,49.93,NO,,
22,Partial College,Skilled Manual,F,S,0,2,0,0,57274,50.68,YES,,
27,Graduate Degree,Professional,F,M,1,3,0,0,131176,52.65,YES,,
38,Partial College,Clerical,F,S,1,2,0,0,87037,51.78,NO,,
63,Bachelors,Skilled Manual,M,M,1,2,1,2,53222,50.68,YES,,
47,Partial College,Clerical,M,S,1,1,0,0,77627,56.52,NO,,
19,Partial College,Management,M,S,0,3,0,0,105440,51.86,NO,,
27,Graduate Degree,Professional,M,M,1,2,2,2,137922,53.35,YES,,
19,High School,Skilled Manual,M,S,0,1,0,0,57154,52.54,NO,,
51,High School,Skilled Manual,F,M,1,1,2,2,60743,48.7,YES,,
39,Graduate Degree,Manual,F,S,0,1,0,0,27741,49.19,NO,,
26,Graduate Degree,Professional,F,M,1,2,0,0,133459,52.39,YES,,
33,Bachelors,Skilled Manual,M,M,1,1,1,1,62670,60.07,NO,,
43,Graduate Degree,Skilled Manual,M,S,1,1,0,0,52786,51.8,YES,,
22,High School,Skilled Manual,F,S,0,0,0,0,56577,49.7,YES,,
34,Bachelors,Professional,M,M,1,2,0,2,135851,60.03,YES,,
33,Bachelors,Clerical,M,M,1,2,1,2,81825,60.24,YES,,
29,Bachelors,Manual,F,M,0,0,1,1,34233,49.3,YES,,
31,Bachelors,Clerical,M,M,1,0,1,2,82841,57.04,YES,,
18,Partial High School,Manual,F,S,0,1,0,0,33862,46.86,NO,,
34,Bachelors,Skilled Manual,F,S,0,1,0,0,60023,50.2,NO,,
31,Bachelors,Management,M,M,1,3,0,0,107421,53.17,YES,,
42,Partial High School,Skilled Manual,M,S,1,0,0,0,61488,59.23,YES,,
54,Partial College,Skilled Manual,M,M,1,1,0,3,58970,48.5,NO,,
37,Partial College,Clerical,M,M,1,3,0,1,82274,52.24,NO,,
39,Partial College,Clerical,M,M,1,1,2,2,84453,61.14,YES,,
17,Partial College,Skilled Manual,M,S,0,1,0,0,55560,51.57,YES,,
61,Graduate Degree,Skilled Manual,M,M,1,0,1,2,56476,52.32,YES,,
34,Bachelors,Professional,F,M,1,2,1,2,131128,55.73,YES,,
27,Graduate Degree,Clerical,F,S,0,2,0,0,82860,50.93,YES,,
47,Partial College,Skilled Manual,F,M,1,1,2,2,54496,51.83,YES,,
29,Graduate Degree,Professional,F,S,1,2,0,0,130449,56.09,NO,,
21,High School,Skilled Manual,M,M,0,1,0,0,54884,48.33,NO,,
28,Graduate Degree,Manual,F,M,0,0,0,1,35199,46.7,YES,,
24,Bachelors,Professional,M,S,0,2,0,0,131134,53.68,YES,,
55,Partial College,Clerical,M,M,1,0,2,2,86816,52.19,YES,,
41,Partial High School,Skilled Manual,M,S,1,2,0,0,55435,53.57,YES,,
38,Bachelors,Clerical,M,S,1,3,0,0,79056,58.44,YES,,
38,Bachelors,Clerical,F,M,1,2,1,2,80463,49.86,YES,,
38,Partial College,Skilled Manual,M,M,1,2,1,2,56114,60.42,YES,,
33,High School,Clerical,M,M,1,2,0,1,86272,57.07,NO,,
42,High School,Manual,M,M,1,0,1,2,30136,51.55,YES,,
55,Graduate Degree,Professional,M,M,1,1,0,2,135310,52.49,NO,,
32,Bachelors,Management,M,S,1,3,0,0,104266,61.61,YES,,
23,Partial College,Management,M,M,1,3,0,0,111005,51.7,YES,,
53,Partial College,Clerical,M,S,1,2,1,1,84929,51.49,YES,,
23,High School,Clerical,M,S,0,2,0,0,84838,53.52,NO,,
26,High School,Skilled Manual,F,M,0,1,1,1,56778,52.89,YES,,
46,Partial College,Clerical,M,S,1,3,0,0,84723,52.42,YES,,
25,High School,Clerical,F,S,0,2,0,0,83577,49.88,NO,,
20,High School,Skilled Manual,F,S,0,2,0,0,52420,51.72,YES,,
24,High School,Manual,M,S,0,1,0,0,26406,49.26,NO,,
28,Bachelors,Skilled Manual,F,M,0,1,0,1,54306,47.7,YES,,
58,Bachelors,Clerical,M,M,1,2,3,3,80251,54.31,YES,,
55,Bachelors,Manual,M,M,1,1,0,2,35988,46.59,NO,,
35,Partial College,Manual,M,M,1,0,0,2,30561,48.11,NO,,
41,Partial College,Management,F,M,1,1,1,2,106175,50.53,YES,,
24,Bachelors,Clerical,F,M,0,2,0,0,82149,50.67,YES,,
24,Graduate Degree,Management,F,M,1,2,0,0,107894,51.05,YES,,
37,High School,Skilled Manual,F,S,0,1,0,0,52063,49.26,NO,,
29,Bachelors,Professional,M,S,1,1,0,0,128292,56.23,NO,,
35,Partial College,Skilled Manual,M,M,1,1,1,2,52888,53.43,YES,,
40,Bachelors,Clerical,M,M,1,3,2,2,80690,55.93,YES,,
28,High School,Manual,F,M,0,0,1,1,25824,49.33,NO,,
27,Graduate Degree,Clerical,M,S,0,2,0,0,84633,51.37,YES,,
44,Partial College,Skilled Manual,F,S,1,1,0,0,51848,48.6,NO,,
39,High School,Skilled Manual,M,M,1,1,0,2,55826,49.02,NO,,
48,Partial High School,Manual,M,M,1,0,2,2,30822,48.65,NO,,
52,Bachelors,Management,F,S,1,3,0,1,108341,54.07,YES,,
28,Partial College,Management,M,S,0,1,0,0,103045,51.98,NO,,
57,Graduate Degree,Skilled Manual,F,M,1,2,1,2,58985,50.05,YES,,
62,Partial College,Clerical,M,M,1,0,2,2,80649,49.99,YES,,
48,Partial High School,Skilled Manual,F,M,1,1,0,2,55817,49.33,YES,,
22,High School,Skilled Manual,M,S,0,0,0,0,54208,52.56,YES,,
22,High School,Manual,M,S,0,1,0,0,27024,46.78,NO,,
36,Graduate Degree,Professional,M,S,1,2,0,0,138920,59.89,YES,,
22,Partial High School,Skilled Manual,M,S,0,2,0,0,59883,53.21,NO,,
35,Graduate Degree,Manual,F,S,0,0,0,0,30755,50.11,YES,,
27,Bachelors,Skilled Manual,F,M,0,2,0,1,58804,48.44,YES,,
41,High School,Manual,M,S,0,0,0,0,26970,51.23,NO,,
34,Bachelors,Clerical,M,S,0,0,0,0,78669,59.89,YES,,
35,Bachelors,Skilled Manual,F,M,1,1,0,1,60919,48.31,NO,,
25,Bachelors,Clerical,F,M,1,3,0,1,82740,50.31,YES,,
60,Partial College,Management,F,S,1,3,0,1,111753,55.43,NO,,
43,Partial High School,Skilled Manual,F,M,1,1,1,2,59870,50.46,YES,,
21,High School,Manual,M,M,0,1,0,0,34092,46.33,YES,,
30,High School,Skilled Manual,M,M,1,0,1,1,61216,55.08,YES,,
65,Graduate Degree,Skilled Manual,M,S,1,2,0,1,59428,50.71,NO,,
40,High School,Manual,M,M,1,1,1,2,36064,46.5,YES,,
51,High School,Skilled Manual,M,M,1,1,1,2,56194,50.74,YES,,
45,Partial College,Management,M,M,1,0,0,2,109001,53.31,NO,,
25,Partial High School,Skilled Manual,M,S,0,1,0,0,57421,52.29,NO,,
18,Partial College,Clerical,F,S,0,1,0,0,79824,53.26,NO,,
27,Partial College,Clerical,F,S,0,3,0,0,77052,52.99,NO,,
30,Bachelors,Professional,M,S,1,2,0,0,138129,54.7,YES,,
44,High School,Skilled Manual,F,S,1,2,0,0,58272,51.15,NO,,
24,Bachelors,Skilled Manual,M,M,0,1,1,2,53371,50.01,YES,,
43,High School,Skilled Manual,M,M,1,1,0,2,58955,56.1,YES,,
39,Bachelors,Management,F,M,1,0,2,2,104595,55.19,YES,,
30,Bachelors,Management,F,M,1,2,0,0,105598,51.24,YES,,
54,Graduate Degree,Clerical,M,M,1,1,0,2,85957,50.82,YES,,
39,High School,Skilled Manual,F,S,0,2,0,0,59176,51.58,YES,,
21,Partial College,Clerical,F,S,0,3,0,0,83185,53,YES,,
46,Partial College,Manual,M,M,1,1,1,2,28037,50,NO,,
37,Bachelors,Professional,F,M,1,1,0,2,132359,52.62,NO,,
17,High School,Skilled Manual,F,S,0,1,0,0,60862,53.3,NO,,
35,Partial College,Management,F,M,1,1,1,2,110318,54.48,YES,,
24,Graduate Degree,Skilled Manual,F,M,0,0,0,1,60749,48.97,YES,,
46,High School,Skilled Manual,M,M,1,1,1,2,51457,57.6,YES,,
61,Partial College,Skilled Manual,F,M,1,0,0,3,52065,48.58,NO,,
40,Partial College,Management,M,M,1,2,1,2,108970,59.66,YES,,
25,High School,Skilled Manual,F,M,0,0,0,2,51557,47.91,NO,,
23,Partial College,Manual,M,S,0,0,0,0,32779,50.41,YES,,
31,Bachelors,Management,F,M,1,3,1,2,109766,53.64,YES,,
32,High School,Clerical,M,S,0,3,0,0,80222,61.75,NO,,
20,Partial College,Clerical,M,M,0,2,0,0,86307,50,YES,,
24,Partial College,Skilled Manual,F,S,0,0,0,0,55933,50.04,YES,,
30,Bachelors,Management,M,S,1,0,0,0,109598,55.72,YES,,
19,Partial College,Management,M,S,0,1,0,0,109987,52.13,YES,,
28,Bachelors,Clerical,M,S,0,1,0,0,87275,54.33,YES,,
30,Partial College,Skilled Manual,M,S,0,0,0,0,56642,50.95,YES,,
41,Partial College,Management,F,S,1,3,0,0,101743,51.49,NO,,
17,Bachelors,Management,F,M,0,3,0,0,105512,51.19,YES,,
42,High School,Clerical,F,M,1,2,1,2,85201,53.92,YES,,
27,High School,Skilled Manual,F,S,0,2,0,0,60497,49.92,NO,,
38,Bachelors,Skilled Manual,M,M,1,2,1,1,52565,57.47,YES,,
47,Partial College,Manual,F,M,1,1,1,2,33416,48.93,YES,,
43,High School,Manual,M,S,0,0,0,0,36405,52.89,YES,,
55,Graduate Degree,Management,F,M,1,2,1,2,102461,53.81,YES,,
18,High School,Clerical,F,S,0,2,0,0,79548,52.45,YES,,
39,Graduate Degree,Clerical,M,M,1,1,2,2,85919,53.63,YES,,
22,Partial College,Skilled Manual,F,S,0,1,0,0,54201,49.68,NO,,
19,High School,Manual,F,S,0,0,0,0,29535,47.01,NO,,
19,Partial College,Clerical,M,S,0,2,0,0,78400,50.26,NO,,
27,Graduate Degree,Clerical,M,M,1,0,0,2,82039,50.12,YES,,
34,Bachelors,Management,F,S,1,0,0,0,109526,54.66,YES,,
41,Partial College,Manual,F,M,1,1,2,2,34684,50.96,NO,,
27,Graduate Degree,Skilled Manual,M,M,0,1,0,1,56477,49.09,YES,,
45,Partial High School,Skilled Manual,F,S,1,1,0,0,53202,52.15,NO,,
37,Graduate Degree,Clerical,F,M,1,1,0,2,76650,49.86,NO,,
40,High School,Clerical,M,S,1,3,0,0,76933,57.11,YES,,
20,High School,Skilled Manual,M,S,0,1,0,0,62238,50.42,YES,,
39,Bachelors,Skilled Manual,F,M,1,1,1,2,59729,52.91,NO,,
19,Bachelors,Manual,F,M,0,1,0,0,27792,44.97,NO,,
25,Partial College,Management,F,S,0,0,0,0,105021,54.07,NO,,
32,Partial College,Clerical,M,S,0,0,0,0,77923,56.3,NO,,
20,Partial High School,Manual,M,S,0,0,0,0,32283,45.36,NO,,
31,Partial High School,Manual,M,M,0,1,0,2,30411,49.99,NO,,
39,Partial College,Skilled Manual,M,M,1,1,1,1,61491,54.68,NO,,
17,Partial College,Clerical,F,M,0,2,0,0,82197,49.52,YES,,
33,Bachelors,Professional,M,M,1,3,0,0,127878,53.6,YES,,
47,Partial High School,Skilled Manual,M,M,1,0,0,2,59071,49.28,YES,,
40,High School,Clerical,F,M,1,2,1,2,85720,53.48,YES,,
30,Bachelors,Clerical,F,S,0,3,0,0,78083,51.03,YES,,
37,Graduate Degree,Professional,F,S,1,1,0,0,138053,52.23,NO,,
26,Bachelors,Skilled Manual,M,M,0,1,0,1,52172,47.72,NO,,
27,Graduate Degree,Clerical,F,S,0,3,0,0,80130,51.41,NO,,
35,Bachelors,Clerical,F,M,1,2,1,2,86045,53.04,YES,,
23,Partial High School,Manual,F,S,0,1,0,0,26535,45.84,NO,,
19,Partial College,Management,M,M,0,1,0,0,108953,51,YES,,
26,Partial College,Skilled Manual,M,S,0,0,0,0,61290,51.29,YES,,
31,Partial High School,Skilled Manual,M,M,1,2,0,2,58722,55.68,YES,,
34,Partial College,Skilled Manual,M,M,1,0,0,1,53253,50.27,NO,,
28,Graduate Degree,Manual,M,M,0,1,0,2,31371,46.33,NO,,
38,Partial College,Manual,F,M,1,1,2,2,25435,49.06,NO,,
16,Partial High School,Manual,M,S,0,0,0,0,30684,46.17,NO,,
36,Graduate Degree,Management,F,S,1,3,0,0,105356,51.54,NO,,
35,Bachelors,Skilled Manual,F,M,1,1,0,1,51702,48.15,NO,,
43,Partial High School,Skilled Manual,F,M,1,2,1,2,61392,53.17,YES,,
36,Partial College,Skilled Manual,M,M,1,0,0,2,52041,48.1,NO,,
47,Partial College,Manual,F,M,1,1,1,2,26815,48.6,NO,,
23,Graduate Degree,Manual,M,M,0,1,0,0,32600,45.35,NO,,
32,Bachelors,Management,M,M,1,3,0,2,108398,58.61,YES,,
30,Bachelors,Skilled Manual,M,M,1,1,1,2,59334,53.02,YES,,
37,Partial College,Skilled Manual,M,M,1,1,1,2,52025,55.2,YES,,
38,Partial College,Skilled Manual,F,S,0,1,0,0,52694,52.71,NO,,
34,Partial College,Clerical,M,M,1,0,0,2,80105,54.36,YES,,
17,High School,Skilled Manual,M,M,0,2,0,0,60412,47.86,NO,,
33,Bachelors,Clerical,F,M,1,1,1,1,78204,50.74,YES,,
22,Bachelors,Clerical,M,M,0,2,0,0,80601,50.05,NO,,
21,Partial College,Skilled Manual,M,S,0,1,0,0,60816,53.36,YES,,
47,Partial College,Clerical,F,M,1,2,1,2,80960,52.76,YES,,
36,High School,Skilled Manual,F,M,1,1,0,2,54518,47.98,NO,,
50,Partial College,Skilled Manual,M,M,1,1,1,2,56097,49.14,YES,,
49,Partial High School,Skilled Manual,M,M,1,0,1,2,56864,56.07,YES,,
32,Bachelors,Manual,F,M,0,0,0,1,33483,46.84,NO,,
33,Bachelors,Manual,F,S,0,0,0,0,34387,49.81,NO,,
17,Partial High School,Manual,F,S,0,1,0,0,29413,47.31,NO,,
26,Graduate Degree,Management,F,S,0,3,0,0,112774,54.31,NO,,
33,Bachelors,Management,M,S,1,1,0,0,109020,57.83,YES,,
31,Graduate Degree,Skilled Manual,M,M,1,2,1,2,62319,61.02,YES,,
19,High School,Skilled Manual,M,S,0,2,0,0,52043,51.3,YES,,
19,Partial College,Skilled Manual,F,S,0,2,0,0,58119,50.98,NO,,
17,Partial High School,Skilled Manual,M,M,0,1,0,0,51906,47.86,NO,,
66,High School,Clerical,M,M,1,1,0,3,76721,48.99,NO,,
25,Partial High School,Skilled Manual,M,S,0,0,0,0,58764,52,YES,,
38,Partial College,Skilled Manual,M,S,0,1,0,0,60542,60.49,YES,,
50,Bachelors,Clerical,M,S,1,1,1,1,84724,54.42,YES,,
25,Graduate Degree,Management,F,M,1,3,0,0,109833,51.42,NO,,
42,Partial College,Clerical,M,M,1,1,0,1,78722,55.53,NO,,
33,High School,Skilled Manual,M,S,0,1,0,0,53488,50.79,YES,,
29,Graduate Degree,Manual,F,S,0,1,0,0,32652,46.5,NO,,
58,Graduate Degree,Professional,M,M,1,0,0,2,129923,51.94,NO,,
19,Partial College,Skilled Manual,F,M,0,1,0,0,60167,49.62,NO,,
54,Graduate Degree,Clerical,F,M,1,1,1,2,83399,49.46,YES,,
